Category,Resource,State,Year,Month,Value(thousand Mcf),state_year_month
Total consumption , natural gas , New Mexico ,2013,4,6164.755, New Mexico 20134
Total consumption , natural gas , New Mexico ,2013,3,4741.158, New Mexico 20133
Total consumption , natural gas , New Mexico ,2013,2,4813.051, New Mexico 20132
Total consumption , natural gas , New Mexico ,2013,1,5295.529, New Mexico 20131
Total consumption , natural gas , New Mexico ,2012,12,5235.276, New Mexico 201212
Total consumption , natural gas , New Mexico ,2012,11,4305.14, New Mexico 201211
Total consumption , natural gas , New Mexico ,2012,10,5540.125, New Mexico 201210
Total consumption , natural gas , New Mexico ,2012,9,5945.793, New Mexico 20129
Total consumption , natural gas , New Mexico ,2012,8,8968.621, New Mexico 20128
Total consumption , natural gas , New Mexico ,2012,7,8375.812, New Mexico 20127
Total consumption , natural gas , New Mexico ,2012,6,7348.482, New Mexico 20126
Total consumption , natural gas , New Mexico ,2012,5,6231.835, New Mexico 20125
Total consumption , natural gas , New Mexico ,2012,4,5953.872, New Mexico 20124
Total consumption , natural gas , New Mexico ,2012,3,6037.661, New Mexico 20123
Total consumption , natural gas , New Mexico ,2012,2,5141.868, New Mexico 20122
Total consumption , natural gas , New Mexico ,2012,1,5272.255, New Mexico 20121
Total consumption , natural gas , New Mexico ,2011,12,7158.523, New Mexico 201112
Total consumption , natural gas , New Mexico ,2011,11,5183.633, New Mexico 201111
Total consumption , natural gas , New Mexico ,2011,10,5029.562, New Mexico 201110
Total consumption , natural gas , New Mexico ,2011,9,6052.336, New Mexico 20119
Total consumption , natural gas , New Mexico ,2011,8,8653.715, New Mexico 20118
Total consumption , natural gas , New Mexico ,2011,7,8803.749, New Mexico 20117
Total consumption , natural gas , New Mexico ,2011,6,6932.329, New Mexico 20116
Total consumption , natural gas , New Mexico ,2011,5,5239.083, New Mexico 20115
Total consumption , natural gas , New Mexico ,2011,4,4495.981, New Mexico 20114
Total consumption , natural gas , New Mexico ,2011,3,5067.246, New Mexico 20113
Total consumption , natural gas , New Mexico ,2011,2,5411.636, New Mexico 20112
Total consumption , natural gas , New Mexico ,2011,1,5351.282, New Mexico 20111
Total consumption , natural gas , New Mexico ,2010,12,5946.462, New Mexico 201012
Total consumption , natural gas , New Mexico ,2010,11,4785.057, New Mexico 201011
Total consumption , natural gas , New Mexico ,2010,10,4656.856, New Mexico 201010
Total consumption , natural gas , New Mexico ,2010,9,6028.359, New Mexico 20109
Total consumption , natural gas , New Mexico ,2010,8,8068.437, New Mexico 20108
Total consumption , natural gas , New Mexico ,2010,7,7791.704, New Mexico 20107
Total consumption , natural gas , New Mexico ,2010,6,6749.976, New Mexico 20106
Total consumption , natural gas , New Mexico ,2010,5,4536.433, New Mexico 20105
Total consumption , natural gas , New Mexico ,2010,4,4894.598, New Mexico 20104
Total consumption , natural gas , New Mexico ,2010,3,5633.816, New Mexico 20103
Total consumption , natural gas , New Mexico ,2010,2,5574.654, New Mexico 20102
Total consumption , natural gas , New Mexico ,2010,1,6027.526, New Mexico 20101
Total consumption , natural gas , New Mexico ,2009,12,5565.569, New Mexico 200912
Total consumption , natural gas , New Mexico ,2009,11,4857.782, New Mexico 200911
Total consumption , natural gas , New Mexico ,2009,10,4758.919, New Mexico 200910
Total consumption , natural gas , New Mexico ,2009,9,5809.976, New Mexico 20099
Total consumption , natural gas , New Mexico ,2009,8,7521.391, New Mexico 20098
Total consumption , natural gas , New Mexico ,2009,7,7938.002, New Mexico 20097
Total consumption , natural gas , New Mexico ,2009,6,6333.624, New Mexico 20096
Total consumption , natural gas , New Mexico ,2009,5,5205.819, New Mexico 20095
Total consumption , natural gas , New Mexico ,2009,4,4845.995, New Mexico 20094
Total consumption , natural gas , New Mexico ,2009,3,6351.308, New Mexico 20093
Total consumption , natural gas , New Mexico ,2009,2,5066.888, New Mexico 20092
Total consumption , natural gas , New Mexico ,2009,1,5846.401, New Mexico 20091
Total consumption , natural gas , New Mexico ,2008,12,6563.878, New Mexico 200812
Total consumption , natural gas , New Mexico ,2008,11,5038.681, New Mexico 200811
Total consumption , natural gas , New Mexico ,2008,10,6506.625, New Mexico 200810
Total consumption , natural gas , New Mexico ,2008,9,5454.427, New Mexico 20089
Total consumption , natural gas , New Mexico ,2008,8,6503.807, New Mexico 20088
Total consumption , natural gas , New Mexico ,2008,7,6413.839, New Mexico 20087
Total consumption , natural gas , New Mexico ,2008,6,6253.417, New Mexico 20086
Total consumption , natural gas , New Mexico ,2008,5,5990.972, New Mexico 20085
Total consumption , natural gas , New Mexico ,2008,4,5298.76, New Mexico 20084
Total consumption , natural gas , New Mexico ,2008,3,4945.177, New Mexico 20083
Total consumption , natural gas , New Mexico ,2008,2,4442.426, New Mexico 20082
Total consumption , natural gas , New Mexico ,2008,1,5329.648, New Mexico 20081
Total consumption , natural gas , New Mexico ,2007,12,4870.537, New Mexico 200712
Total consumption , natural gas , New Mexico ,2007,11,4549.277, New Mexico 200711
Total consumption , natural gas , New Mexico ,2007,10,5486.862, New Mexico 200710
Total consumption , natural gas , New Mexico ,2007,9,6194.953, New Mexico 20079
Total consumption , natural gas , New Mexico ,2007,8,7968.64, New Mexico 20078
Total consumption , natural gas , New Mexico ,2007,7,6903.493, New Mexico 20077
Total consumption , natural gas , New Mexico ,2007,6,5506.151, New Mexico 20076
Total consumption , natural gas , New Mexico ,2007,5,4372.236, New Mexico 20075
Total consumption , natural gas , New Mexico ,2007,4,3615, New Mexico 20074
Total consumption , natural gas , New Mexico ,2007,3,3629.407, New Mexico 20073
Total consumption , natural gas , New Mexico ,2007,2,3857.063, New Mexico 20072
Total consumption , natural gas , New Mexico ,2007,1,4096.51, New Mexico 20071
Total consumption , natural gas , New Mexico ,2006,12,4440.49498, New Mexico 200612
Total consumption , natural gas , New Mexico ,2006,11,4644.20113, New Mexico 200611
Total consumption , natural gas , New Mexico ,2006,10,5099.88958, New Mexico 200610
Total consumption , natural gas , New Mexico ,2006,9,4591.87661, New Mexico 20069
Total consumption , natural gas , New Mexico ,2006,8,6732.52066, New Mexico 20068
Total consumption , natural gas , New Mexico ,2006,7,7310.24424, New Mexico 20067
Total consumption , natural gas , New Mexico ,2006,6,5678.27055, New Mexico 20066
Total consumption , natural gas , New Mexico ,2006,5,5046.865, New Mexico 20065
Total consumption , natural gas , New Mexico ,2006,4,4028.75116, New Mexico 20064
Total consumption , natural gas , New Mexico ,2006,3,2876.93498, New Mexico 20063
Total consumption , natural gas , New Mexico ,2006,2,2467.4262, New Mexico 20062
Total consumption , natural gas , New Mexico ,2006,1,2588.18799, New Mexico 20061
Total consumption , natural gas , New Mexico ,2005,12,2492.62532, New Mexico 200512
Total consumption , natural gas , New Mexico ,2005,11,2791.30405, New Mexico 200511
Total consumption , natural gas , New Mexico ,2005,10,3340.65087, New Mexico 200510
Total consumption , natural gas , New Mexico ,2005,9,3965.54731, New Mexico 20059
Total consumption , natural gas , New Mexico ,2005,8,4695.04554, New Mexico 20058
Total consumption , natural gas , New Mexico ,2005,7,5373.36788, New Mexico 20057
Total consumption , natural gas , New Mexico ,2005,6,4544.84582, New Mexico 20056
Total consumption , natural gas , New Mexico ,2005,5,3556.6187, New Mexico 20055
Total consumption , natural gas , New Mexico ,2005,4,2967.08486, New Mexico 20054
Total consumption , natural gas , New Mexico ,2005,3,2307.13708, New Mexico 20053
Total consumption , natural gas , New Mexico ,2005,2,2383.49804, New Mexico 20052
Total consumption , natural gas , New Mexico ,2005,1,2788.78757, New Mexico 20051
Total consumption , natural gas , New Mexico ,2004,12,2125.47663, New Mexico 200412
Total consumption , natural gas , New Mexico ,2004,11,2052.99829, New Mexico 200411
Total consumption , natural gas , New Mexico ,2004,10,2279.0279, New Mexico 200410
Total consumption , natural gas , New Mexico ,2004,9,2402.86125, New Mexico 20049
Total consumption , natural gas , New Mexico ,2004,8,3129.93644, New Mexico 20048
Total consumption , natural gas , New Mexico ,2004,7,3878.76176, New Mexico 20047
Total consumption , natural gas , New Mexico ,2004,6,3221.08202, New Mexico 20046
Total consumption , natural gas , New Mexico ,2004,5,3000.93567, New Mexico 20045
Total consumption , natural gas , New Mexico ,2004,4,1782.18469, New Mexico 20044
Total consumption , natural gas , New Mexico ,2004,3,1998.40882, New Mexico 20043
Total consumption , natural gas , New Mexico ,2004,2,2355.88791, New Mexico 20042
Total consumption , natural gas , New Mexico ,2004,1,2589.03861, New Mexico 20041
Total consumption , natural gas , New Mexico ,2003,12,2896.977, New Mexico 200312
Total consumption , natural gas , New Mexico ,2003,11,2453.933, New Mexico 200311
Total consumption , natural gas , New Mexico ,2003,10,2564.433, New Mexico 200310
Total consumption , natural gas , New Mexico ,2003,9,3182.02, New Mexico 20039
Total consumption , natural gas , New Mexico ,2003,8,5227.346, New Mexico 20038
Total consumption , natural gas , New Mexico ,2003,7,4776.536, New Mexico 20037
Total consumption , natural gas , New Mexico ,2003,6,3553.703, New Mexico 20036
Total consumption , natural gas , New Mexico ,2003,5,3256.311, New Mexico 20035
Total consumption , natural gas , New Mexico ,2003,4,2334.807, New Mexico 20034
Total consumption , natural gas , New Mexico ,2003,3,2777.207, New Mexico 20033
Total consumption , natural gas , New Mexico ,2003,2,2670.205, New Mexico 20032
Total consumption , natural gas , New Mexico ,2003,1,2155.79, New Mexico 20031
Total consumption , natural gas , New Mexico ,2002,12,2430.68, New Mexico 200212
Total consumption , natural gas , New Mexico ,2002,11,2430.046, New Mexico 200211
Total consumption , natural gas , New Mexico ,2002,10,2865.516, New Mexico 200210
Total consumption , natural gas , New Mexico ,2002,9,2989.352, New Mexico 20029
Total consumption , natural gas , New Mexico ,2002,8,4209.079, New Mexico 20028
Total consumption , natural gas , New Mexico ,2002,7,5430.973, New Mexico 20027
Total consumption , natural gas , New Mexico ,2002,6,4335.26, New Mexico 20026
Total consumption , natural gas , New Mexico ,2002,5,2494.134, New Mexico 20025
Total consumption , natural gas , New Mexico ,2002,4,3043.304, New Mexico 20024
Total consumption , natural gas , New Mexico ,2002,3,2855.446, New Mexico 20023
Total consumption , natural gas , New Mexico ,2002,2,2404.672, New Mexico 20022
Total consumption , natural gas , New Mexico ,2002,1,1835.872, New Mexico 20021
Total consumption , natural gas , New Mexico ,2001,12,1875.639, New Mexico 200112
Total consumption , natural gas , New Mexico ,2001,11,2838.837, New Mexico 200111
Total consumption , natural gas , New Mexico ,2001,10,3302.724, New Mexico 200110
Total consumption , natural gas , New Mexico ,2001,9,3896.826, New Mexico 20019
Total consumption , natural gas , New Mexico ,2001,8,5171.047, New Mexico 20018
Total consumption , natural gas , New Mexico ,2001,7,5860.479, New Mexico 20017
Total consumption , natural gas , New Mexico ,2001,6,5258.317, New Mexico 20016
Total consumption , natural gas , New Mexico ,2001,5,4876.843, New Mexico 20015
Total consumption , natural gas , New Mexico ,2001,4,5084.434, New Mexico 20014
Total consumption , natural gas , New Mexico ,2001,3,4435.72, New Mexico 20013
Total consumption , natural gas , New Mexico ,2001,2,3645.988, New Mexico 20012
Total consumption , natural gas , New Mexico ,2001,1,2734.343, New Mexico 20011
Total consumption , natural gas , New York ,2017,7,47923.143, New York 20177
Total consumption , natural gas , New York ,2017,6,38451.809, New York 20176
Total consumption , natural gas , New York ,2017,5,29629.196, New York 20175
Total consumption , natural gas , New York ,2017,4,26292.713, New York 20174
Total consumption , natural gas , New York ,2017,3,34602.757, New York 20173
Total consumption , natural gas , New York ,2017,2,27617.16, New York 20172
Total consumption , natural gas , New York ,2017,1,31964.259, New York 20171
Total consumption , natural gas , New York ,2016,12,33325.655, New York 201612
Total consumption , natural gas , New York ,2016,11,28852.816, New York 201611
Total consumption , natural gas , New York ,2016,10,32503.25, New York 201610
Total consumption , natural gas , New York ,2016,9,45081.694, New York 20169
Total consumption , natural gas , New York ,2016,8,64329.141, New York 20168
Total consumption , natural gas , New York ,2016,7,59587.583, New York 20167
Total consumption , natural gas , New York ,2016,6,44618.674, New York 20166
Total consumption , natural gas , New York ,2016,5,39743.037, New York 20165
Total consumption , natural gas , New York ,2016,4,33273.319, New York 20164
Total consumption , natural gas , New York ,2016,3,32185.189, New York 20163
Total consumption , natural gas , New York ,2016,2,30294.85, New York 20162
Total consumption , natural gas , New York ,2016,1,34071.497, New York 20161
Total consumption , natural gas , New York ,2015,12,30390.826, New York 201512
Total consumption , natural gas , New York ,2015,11,32317.808, New York 201511
Total consumption , natural gas , New York ,2015,10,39583.209, New York 201510
Total consumption , natural gas , New York ,2015,9,49295.393, New York 20159
Total consumption , natural gas , New York ,2015,8,54490.093, New York 20158
Total consumption , natural gas , New York ,2015,7,54256.885, New York 20157
Total consumption , natural gas , New York ,2015,6,39800.002, New York 20156
Total consumption , natural gas , New York ,2015,5,39073.662, New York 20155
Total consumption , natural gas , New York ,2015,4,28507.723, New York 20154
Total consumption , natural gas , New York ,2015,3,39614.465, New York 20153
Total consumption , natural gas , New York ,2015,2,29201.258, New York 20152
Total consumption , natural gas , New York ,2015,1,35054.756, New York 20151
